Average Hourly Customers,Max Hourly Queue Length,Total Daily Customers,Daily Walkout Customers,Market Milk Price,Market Coffee Price,Market Sugar Price,Daily Milk Cost,Daily Coffee Cost,Daily Sugar Cost,Daily Employee Cost,Gross Daily Income,Net Daily Income,Gross Daily Expense
19.35,0.05374999999999992,197,51,0.17794323872037013,0.03839163518458136,0.002065021051763081,91.40544338341316,180.32531623710602,6.447495691773021,114.0,423.8100062441369,31.631750931844692,392.1782553122922
42.81,4.050583333333333,195,53,0.1772997568507297,0.037876919739591494,0.00227250875654051,88.89152455819347,176.80215013181805,6.926878429882028,114.0,424.03547510757284,37.41492198767929,386.62055311989354
38.19,5.554888888888887,194,54,0.18032411838314888,0.041649342638739144,0.002170688678017948,90.17248762087942,194.07723254046888,6.870328689169248,114.0,417.0221608799189,11.902112029401337,405.12004885051755
37.9,5.258805555555555,196,52,0.18306846363027704,0.0428025357806044,0.002229925592568558,90.17813630185633,199.84226497826245,6.946684217627087,114.0,421.61643974041544,10.649354242669574,410.96708549774587
31.61,2.188361111111112,198,50,0.1810267093690161,0.042097539680313815,0.0023216203654932363,91.65850702480002,198.8243518529615,7.479978591925151,114.0,426.0434081458197,14.080570676132993,411.9628374696867
16.45,0.04736111111111107,191,57,0.18369980749311332,0.043734506759048476,0.0022121814695963316,90.02307360627573,199.9317010520288,6.4941341426663985,114.0,409.49632360364916,-0.9525851973217527,410.4489088009709
6.83,0.0189722222222222,195,53,0.1847290862967753,0.046570062726120735,0.002317092413262694,90.98897094565604,214.27885387375326,7.069321776456352,114.0,416.07555096968787,-10.26159562617778,426.33714659586565
1.93,0.005361111111111102,196,52,0.18742401265572117,0.045590358981166354,0.002314432080006915,95.44485813343722,214.42335681265604,7.2929042985648795,114.0,420.4827302245468,-10.678389020111354,431.16111924465815
,,198,50,0.19166514703737966,0.04838156738340546,0.0024299318288401504,96.76003777763736,232.53908430921823,7.635093044037327,114.0,431.3141115391906,-19.620103591702332,450.93421513089294
,,193,55,0.18961937659139158,0.05245001217012832,0.002304836072073552,93.15762167823834,241.36561617628615,6.865612891666306,114.0,413.0866871574496,-42.30216358874122,455.3888507461908
,,195,53,0.187237779345737,0.053258989293140706,0.002627542049156686,90.51956248913908,248.50873454132423,8.606264132772765,114.0,423.7699727487939,-37.86458841444215,461.63456116323607
,,192,56,0.19114937384307984,0.05248742535234331,0.0027067454357352313,94.02997042320438,235.17530260507627,8.196585693488837,114.0,407.2362262853653,-44.16563243640417,451.4018587217695
,,197,51,0.19422773486253034,0.051241105236493584,0.003005511892736269,98.12706403147284,241.6938892486851,9.651011986826937,114.0,423.90273841496924,-39.56922685201562,463.47196526698485
,,194,54,0.1973471374083758,0.05042679032211913,0.0029494876881581812,98.24443758070316,238.37503422846268,8.948832811186561,114.0,421.59136853650347,-37.9769360838489,459.56830462035236
,,196,52,0.19694450733063548,0.04792403189928082,0.0029554970156690247,102.06070004978288,225.7643897549975,9.273395183795232,114.0,425.523598056302,-25.574886932273614,451.0984849885756
,,193,55,0.19528061801793622,0.04465536541097464,0.0028539546928196702,97.48203315614259,207.4209637270997,8.648305881620374,114.0,418.7517152497476,-8.799587515115093,427.55130276486267
,,196,52,0.19579791999841017,0.046466104811958966,0.002502521121907391,94.79662257606536,219.36646292747136,7.7783843641899155,114.0,422.664454507655,-13.277015360071573,435.9414698677266
,,194,54,0.19565237446241052,0.049498871668037715,0.0026941609454964985,98.29693903918124,227.55959766484344,8.148665001296967,114.0,415.15354932481847,-32.8516523805032,448.00520170532167
,,194,54,0.19554910977113707,0.046818691165041885,0.002592321282057682,94.79732257702005,216.45522397473638,7.989405025190669,114.0,417.2547078776824,-15.987243699264695,433.2419515769471
,,195,53,0.19476637725128404,0.047520718972458006,0.00240782878788488,97.39714932605625,222.16352571576363,7.326659136811928,114.0,421.1157440353127,-19.771590143319145,440.8873341786318
