Average Hourly Customers,Max Hourly Queue Length,Total Daily Customers,Daily Walkout Customers,Market Milk Price,Market Coffee Price,Market Sugar Price,Daily Milk Cost,Daily Coffee Cost,Daily Sugar Cost,Daily Employee Cost,Gross Daily Income,Net Daily Income,Gross Daily Expense
11.58,0.03216666666666663,142,7,0.1836405969988742,0.03612926927634938,0.001880991694292143,68.62379824926984,126.05139817667036,4.3313021659615325,114.0,310.71153675800895,-2.294961833892785,313.00649859190173
29.99,0.08330555555555558,148,1,0.18087948247549543,0.03466151028210283,0.0019932298347884376,69.84852864744964,122.29719585883991,4.741862896002976,114.0,321.09448378743525,10.206896385142727,310.8875874022925
36.63,0.3295555555555557,145,4,0.17514344767652026,0.03532068475987155,0.0019492717211832809,65.09531067773712,125.52332871934986,4.547355668056627,114.0,315.90749888520685,6.741503820063201,309.16599506514365
30.87,0.10069444444444443,147,2,0.17978913727112325,0.034679028699422645,0.002032050654217244,67.4818906397812,121.83270905881696,4.8404111389032645,114.0,314.4189182434798,6.263907405978387,308.15501083750144
19.43,0.05397222222222217,148,1,0.1843409558639965,0.03700847589896945,0.002262442192475884,70.96054274451768,129.93662018841138,5.131472413485939,114.0,315.87661743420443,-4.152017912210567,320.028635346415
9.7,0.02694444444444439,143,6,0.18675479247390836,0.03937407010304367,0.0025163225603381184,70.65089552109022,136.47128765209027,5.896201305507233,114.0,309.93339801595727,-17.084986462730456,327.0183844786877
3.87,0.010749999999999982,143,6,0.18551003089637103,0.0389191491849651,0.0021751685274054035,67.88475206895927,136.13713530245218,5.071628148456997,114.0,315.25572646037295,-7.837789059495492,323.09351551986845
1.89,0.005249999999999992,141,8,0.18389799436886464,0.03610240787998695,0.0019318327815604002,65.14763311569996,119.77395043924206,4.326424231380323,114.0,302.0237608094632,-1.2242469768590922,303.2480077863223
,,141,8,0.18287526820382644,0.03749424117415409,0.0022746310163804313,67.65019424504352,128.50421341457258,5.184558491338769,114.0,310.7242148804652,-4.614751270489705,315.3389661509549
,,147,2,0.18242963520850516,0.03915767962227258,0.002133214279514204,68.24254971800207,139.14994719774222,4.765298399751202,114.0,318.46478177184326,-7.693013543652228,326.1577953154955
,,146,3,0.18136874474646214,0.03819141011283534,0.002137833295802463,68.40313362102346,134.71127081699268,5.2034769921492,114.0,319.3714519905966,-2.9464294395687602,322.31788143016536
,,146,3,0.1822259177832615,0.03552598835700076,0.0022654098872465804,69.72402388750606,126.4322544227901,5.383974888721922,114.0,318.6769510348244,3.1366978358063307,315.5402531990181
,,146,3,0.18338566899416042,0.03992407574248682,0.0021818258693079716,68.79574187748594,140.4975146711256,5.156104214024266,114.0,314.1070831971997,-14.34227756543612,328.4493607626358
,,141,8,0.18521467301476577,0.04075789962279713,0.001918427201842636,67.78553101899705,139.82024719416813,4.496058334260737,114.0,308.39495217728296,-17.706884370142973,326.10183654742593
,,141,8,0.18590467408079756,0.04272078914746349,0.001891343114907021,66.00249637150417,143.14574225834002,4.176668741290092,114.0,300.70941399135205,-26.615493379782208,327.32490737113426
,,147,2,0.1842222225989616,0.0418010840067643,0.0014457229269337602,70.32372643613125,148.60196473734362,3.336391402173175,114.0,319.2137889334841,-17.048293642163912,336.26208257564804
,,144,5,0.18450427200061004,0.04386324710896297,0.0014558807568364775,67.67977042229049,153.65957566541493,3.353752242753185,114.0,317.0971961303715,-21.595902200087096,338.6930983304586
,,145,4,0.18629453133044327,0.04504737393720376,0.0016173219152633535,71.9941117279512,154.84472153522066,3.7055646163590845,114.0,311.2968757122504,-33.24752216728052,344.54439787953095
,,144,5,0.1865093289366046,0.048342239759981594,0.0017069603701331778,69.38188169578366,167.8506105994039,3.7920559888016636,114.0,309.79751055431655,-45.2270377296727,355.02454828398925
